id,İL,İLÇE,date,startTime,endTime,reason,effectedSubscribers,hourlyLoadAvg,effectedNeighbourhoods,distributionCompanyName
2358811,izmir,Menderes,2021-05-08T00:00:00.000+0300,2021-05-08T17:40:00.000+0300,2021-05-08T18:07:00.000+0300,OG Fider Açması,9368,180,ORTA MH.,GDZ_EDAS
2355626,izmir,Aliağa,2021-05-08T00:00:00.000+0300,2021-05-08T23:32:00.000+0300,2021-05-08T23:36:00.000+0300,OG Fider Açması,2364,40,YENİŞAKRAN MH.,GDZ_EDAS
2359157,izmir,Kemalpaşa,2021-05-09T00:00:00.000+0300,2021-05-09T18:53:00.000+0300,2021-05-09T23:25:00.000+0300,Üçüncü Şahısların Vermiş Olduğu Hasarlar,392,23,ÇAMBEL MH.,GDZ_EDAS
2356508,izmir,Urla,2021-05-09T00:00:00.000+0300,2021-05-09T11:04:00.000+0300,2021-05-09T12:08:00.000+0300,Yangın,4781,97,BALIKLIOVA MH.,GDZ_EDAS
2358812,izmir,Foça,2021-05-09T00:00:00.000+0300,2021-05-09T10:52:00.000+0300,2021-05-09T15:44:00.000+0300,OG İzolatör Arızası,70,3,YENİBAĞARASI MH.,GDZ_EDAS
2356509,izmir,Bayındır,2021-05-09T00:00:00.000+0300,2021-05-09T19:32:00.000+0300,2021-05-09T20:55:00.000+0300,OG Fider Açması,430,9,ÇIRPI CAMİ MH.,GDZ_EDAS
2355627,izmir,Çeşme,2021-05-09T00:00:00.000+0300,2021-05-09T04:51:00.000+0300,2021-05-09T07:22:00.000+0300,OG İletken Kopması,700,18,ILDIR MH.,GDZ_EDAS
2368607,izmir,Kemalpaşa,2021-05-10T00:00:00.000+0300,2021-05-10T07:51:00.000+0300,2021-05-10T11:11:00.000+0300,OG Sigorta Atması,3133,53,KEMAL ATATÜRK MH.,GDZ_EDAS
2362487,izmir,Menderes,2021-05-10T00:00:00.000+0300,2021-05-10T14:52:00.000+0300,2021-05-10T18:26:00.000+0300,OG Sigorta Atması,203,2,ÇAMÖNÜ MH.,GDZ_EDAS
2356614,izmir,Seferihisar,2021-05-10T00:00:00.000+0300,2021-05-10T14:56:00.000+0300,2021-05-10T15:55:00.000+0300,AG Hatta Ağaç Kesimi,45,0,ATATÜRK MH.,GDZ_EDAS
2362850,izmir,Urla,2021-05-10T00:00:00.000+0300,2021-05-10T18:32:00.000+0300,2021-05-10T19:01:00.000+0300,OG Fider Açması,1418,30,ALTINTAŞ MH.,GDZ_EDAS
2362888,izmir,Bornova,2021-05-10T00:00:00.000+0300,2021-05-10T17:45:00.000+0300,2021-05-10T18:02:00.000+0300,OG Fider Açması,5594,176,EGEMENLİK MH.,GDZ_EDAS
2362849,izmir,Kınık,2021-05-10T00:00:00.000+0300,2021-05-10T14:25:00.000+0300,2021-05-10T15:02:00.000+0300,OG Fider Açması,1285,28,YAYAKENT MH.,GDZ_EDAS
2356615,izmir,Bergama,2021-05-10T00:00:00.000+0300,2021-05-10T09:51:00.000+0300,2021-05-10T18:51:00.000+0300,AG Yeraltı Kablo Arızası,7,0,ZEYTİNDAĞ MH.,GDZ_EDAS
2362484,izmir,Bergama,2021-05-10T00:00:00.000+0300,2021-05-10T08:59:00.000+0300,2021-05-10T09:54:00.000+0300,OG Fider Açması,61,6,YENİKENT MH.,GDZ_EDAS
2362485,izmir,Bergama,2021-05-10T00:00:00.000+0300,2021-05-10T10:15:00.000+0300,2021-05-10T10:16:00.000+0300,OG Fider Açması,2204,40,ÇİTKÖY MH.,GDZ_EDAS
2362854,izmir,Güzelbahçe,2021-05-11T00:00:00.000+0300,2021-05-11T08:52:00.000+0300,2021-05-11T08:54:00.000+0300,OG Fider Açması,1,186,ÇAMLI MH.,GDZ_EDAS
2362853,izmir,Kemalpaşa,2021-05-11T00:00:00.000+0300,2021-05-11T03:58:00.000+0300,2021-05-11T06:14:00.000+0300,OG Fider Açması,2638,51,YUKARIKIZILCA MERKEZ MH.,GDZ_EDAS
2369200,izmir,Menderes,2021-05-11T00:00:00.000+0300,2021-05-11T09:27:00.000+0300,2021-05-11T10:51:00.000+0300,OG Fider Açması,2239,41,ÇUKURALTI MH.,GDZ_EDAS
2362889,izmir,Menderes,2021-05-11T00:00:00.000+0300,2021-05-11T10:29:00.000+0300,2021-05-11T10:52:00.000+0300,OG Fider Açması,5196,101,ORTA MH.,GDZ_EDAS
2362891,izmir,Menderes,2021-05-11T00:00:00.000+0300,2021-05-11T09:55:00.000+0300,2021-05-11T12:47:00.000+0300,OG Fider Açması,300,11,OĞLANANASI ATATÜRK MH.,GDZ_EDAS
2362810,izmir,Seferihisar,2021-05-11T00:00:00.000+0300,2021-05-11T08:08:00.000+0300,2021-05-11T11:26:00.000+0300,OG Sigorta Atması,1,0,ATATÜRK MH.,GDZ_EDAS
2369201,izmir,Urla,2021-05-11T00:00:00.000+0300,2021-05-11T11:42:00.000+0300,2021-05-11T12:30:00.000+0300,Manevra,1063,38,ALTINTAŞ MH.,GDZ_EDAS
2362892,izmir,Urla,2021-05-11T00:00:00.000+0300,2021-05-11T13:20:00.000+0300,2021-05-11T14:17:00.000+0300,OG Fider Açması,2235,54,YAKA MH.,GDZ_EDAS
2362814,izmir,Bayındır,2021-05-11T00:00:00.000+0300,2021-05-11T23:14:00.000+0300,2021-05-11T23:22:00.000+0300,Manevra,291,25,ÇIRPI CAMİ MH.,GDZ_EDAS
2362858,izmir,Bornova,2021-05-11T00:00:00.000+0300,2021-05-11T08:36:00.000+0300,2021-05-11T14:22:00.000+0300,OG Yeraltı Kablo Arızası,17,3,EGEMENLİK MH.,GDZ_EDAS
2369203,izmir,Menemen,2021-05-11T00:00:00.000+0300,2021-05-11T14:46:00.000+0300,2021-05-11T18:28:00.000+0300,OG Sigorta Atması,1,0,CUMHURİYET MH.,GDZ_EDAS
2369202,izmir,Aliağa,2021-05-11T00:00:00.000+0300,2021-05-11T12:05:00.000+0300,2021-05-11T13:34:00.000+0300,OG Sigorta Atması,6,1,KURTULUŞ MH.,GDZ_EDAS
2362811,izmir,Bergama,2021-05-11T00:00:00.000+0300,2021-05-11T15:42:00.000+0300,2021-05-11T16:07:00.000+0300,OG Fider Açması,4481,115,KURTULUŞ MH.,GDZ_EDAS
2362855,izmir,Çeşme,2021-05-11T00:00:00.000+0300,2021-05-11T08:10:00.000+0300,2021-05-11T09:58:00.000+0300,OG Fider Açması,201,2,CUMHURİYET MH.,GDZ_EDAS
2362813,izmir,Ödemiş,2021-05-11T00:00:00.000+0300,2021-05-11T16:48:00.000+0300,2021-05-11T19:00:00.000+0300,OG Fider Açması,33,2,KÜÇÜKAVULCUK MH.,GDZ_EDAS
2369199,izmir,Ödemiş,2021-05-11T00:00:00.000+0300,2021-05-11T02:57:00.000+0300,2021-05-11T04:51:00.000+0300,OG Sigorta Atması,1062,12,SÜLEYMAN DEMİREL MH.,GDZ_EDAS
2362863,izmir,Kemalpaşa,2021-05-12T00:00:00.000+0300,2021-05-12T11:38:00.000+0300,2021-05-12T11:48:00.000+0300,Manevra,31,2,KEMALPAŞA OSB MH.,GDZ_EDAS
2362861,izmir,Menderes,2021-05-12T00:00:00.000+0300,2021-05-12T09:21:00.000+0300,2021-05-12T10:51:00.000+0300,OG Sigorta Atması,37,2,DEĞİRMENDERE MH.,GDZ_EDAS
2362868,izmir,Seferihisar,2021-05-12T00:00:00.000+0300,2021-05-12T23:50:00.000+0300,2021-05-13T00:42:00.000+0300,AG Pano Kol Sigorta Atığı,155,1,CUMHURİYET MH.,GDZ_EDAS
2370885,izmir,Tire,2021-05-12T00:00:00.000+0300,2021-05-12T22:16:00.000+0300,2021-05-12T22:47:00.000+0300,Manevra,162,7,İBNİ MELEK MH.,GDZ_EDAS
2362864,izmir,Bornova,2021-05-12T00:00:00.000+0300,2021-05-12T10:17:00.000+0300,2021-05-12T12:10:00.000+0300,OG Sigorta Atması,1,3,KEMALPAŞA MH.,GDZ_EDAS
2362865,izmir,Bornova,2021-05-12T00:00:00.000+0300,2021-05-12T12:42:00.000+0300,2021-05-12T13:32:00.000+0300,OG Sigorta Atması,77,1,KARAÇAM MH.,GDZ_EDAS
2362815,izmir,Kınık,2021-05-12T00:00:00.000+0300,2021-05-12T08:03:00.000+0300,2021-05-12T08:03:00.000+0300,OG Fider Açması,598,9,YAYAKENT MH.,GDZ_EDAS
2362860,izmir,Menemen,2021-05-12T00:00:00.000+0300,2021-05-12T09:22:00.000+0300,2021-05-12T10:27:00.000+0300,OG Fider Açması,57,13,30 AĞUSTOS MH.,GDZ_EDAS
2362816,izmir,Ödemiş,2021-05-12T00:00:00.000+0300,2021-05-12T07:37:00.000+0300,2021-05-12T08:17:00.000+0300,OG Fider Açması,33,2,KÜÇÜKAVULCUK MH.,GDZ_EDAS
2362862,izmir,Ödemiş,2021-05-12T00:00:00.000+0300,2021-05-12T10:12:00.000+0300,2021-05-12T11:43:00.000+0300,OG Fider Açması,28,1,YENİKÖY MH.,GDZ_EDAS
2362859,izmir,Torbalı,2021-05-12T00:00:00.000+0300,2021-05-12T07:13:00.000+0300,2021-05-12T08:47:00.000+0300,OG Fider Açması,23,11,BAHÇELİEVLER MH.,GDZ_EDAS
2370886,izmir,Güzelbahçe,2021-05-13T00:00:00.000+0300,2021-05-13T08:10:00.000+0300,2021-05-13T08:32:00.000+0300,OG Fider Açması,657,31,KAHRAMANDERE MH.,GDZ_EDAS
2370909,izmir,Kemalpaşa,2021-05-13T00:00:00.000+0300,2021-05-13T10:12:00.000+0300,2021-05-13T12:40:00.000+0300,OG Sigorta Atması,961,9,MEHMET AKİF ERSOY MH.,GDZ_EDAS
2370911,izmir,Kemalpaşa,2021-05-13T00:00:00.000+0300,2021-05-13T12:54:00.000+0300,2021-05-13T13:55:00.000+0300,OG Sigorta Atması,48,0,MEHMET AKİF ERSOY MH.,GDZ_EDAS
2370830,izmir,Kiraz,2021-05-13T00:00:00.000+0300,2021-05-13T23:13:00.000+0300,2021-05-13T23:14:00.000+0300,OG Fider Açması,2407,34,SARIKAYA MH.,GDZ_EDAS
2370912,izmir,Menemen,2021-05-13T00:00:00.000+0300,2021-05-13T13:22:00.000+0300,2021-05-13T14:10:00.000+0300,OG Fider Açması,2285,46,KESİK MH.,GDZ_EDAS
2370914,izmir,Ödemiş,2021-05-13T00:00:00.000+0300,2021-05-13T15:15:00.000+0300,2021-05-13T17:58:00.000+0300,OG Fider Açması,297,6,ÇAMYAYLA MH.,GDZ_EDAS
2370915,izmir,Torbalı,2021-05-13T00:00:00.000+0300,2021-05-13T19:20:00.000+0300,2021-05-13T19:49:00.000+0300,OG Fider Açması,23,18,İSTİKLAL MH.,GDZ_EDAS
2370832,izmir,Menderes,2021-05-14T00:00:00.000+0300,2021-05-14T13:03:00.000+0300,2021-05-14T13:11:00.000+0300,OG Fider Açması,4592,76,CÜNEYTBEY MH.,GDZ_EDAS
2370833,izmir,Kiraz,2021-05-14T00:00:00.000+0300,2021-05-14T19:36:00.000+0300,2021-05-14T19:36:00.000+0300,OG Fider Açması,463,6,HALİLLER MH.,GDZ_EDAS
2370918,izmir,Bornova,2021-05-14T00:00:00.000+0300,2021-05-14T07:16:00.000+0300,2021-05-14T08:40:00.000+0300,OG Fider Açması,302,10,KAVAKLIDERE MH.,GDZ_EDAS
2370924,izmir,Dikili,2021-05-14T00:00:00.000+0300,2021-05-14T17:06:00.000+0300,2021-05-14T18:17:00.000+0300,OG Fider Açması,1800,27,SALİHLER MH.,GDZ_EDAS
2370834,izmir,Torbalı,2021-05-14T00:00:00.000+0300,2021-05-14T19:28:00.000+0300,2021-05-14T19:52:00.000+0300,OG Fider Açması,4908,63,YEMİŞLİK MH.,GDZ_EDAS
2369335,izmir,Kemalpaşa,2021-05-15T00:00:00.000+0300,2021-05-15T19:02:00.000+0300,2021-05-15T22:47:00.000+0300,AG Pano Kol Sigorta Atığı,2,0,75. YIL CUMHURİYET MH.,GDZ_EDAS
2370826,izmir,Kemalpaşa,2021-05-15T00:00:00.000+0300,2021-05-15T07:40:00.000+0300,2021-05-15T09:52:00.000+0300,OG Kesici Arızası,1,7,KEMALPAŞA OSB MH.,GDZ_EDAS
2373181,izmir,Kemalpaşa,2021-05-15T00:00:00.000+0300,2021-05-15T10:13:00.000+0300,2021-05-15T11:56:00.000+0300,OG Fider Açması,566,25,KEMALPAŞA OSB MH.,GDZ_EDAS
2373222,izmir,Menderes,2021-05-15T00:00:00.000+0300,2021-05-15T10:31:00.000+0300,2021-05-15T10:53:00.000+0300,OG Fider Açması,182,10,KISIK MH.,GDZ_EDAS
2373224,izmir,Menderes,2021-05-15T00:00:00.000+0300,2021-05-15T18:39:00.000+0300,2021-05-15T19:26:00.000+0300,OG Sigorta Atması,81,1,KÜNER MH.,GDZ_EDAS
2370928,izmir,Menderes,2021-05-15T00:00:00.000+0300,2021-05-15T05:58:00.000+0300,2021-05-15T06:32:00.000+0300,OG Fider Açması,844,20,GÖLCÜKLER MH.,GDZ_EDAS
2373916,izmir,Menderes,2021-05-15T00:00:00.000+0300,2021-05-15T16:29:00.000+0300,2021-05-15T17:03:00.000+0300,OG Sigorta Atması,81,1,KÜNER MH.,GDZ_EDAS
2373919,izmir,Urla,2021-05-15T00:00:00.000+0300,2021-05-15T21:55:00.000+0300,2021-05-15T22:24:00.000+0300,OG Klemens Arızası,1063,22,KALABAK MH.,GDZ_EDAS
2373920,izmir,Urla,2021-05-15T00:00:00.000+0300,2021-05-15T22:33:00.000+0300,2021-05-15T22:52:00.000+0300,Fiziki İrtibat,1063,22,KALABAK MH.,GDZ_EDAS
2369337,izmir,Buca,2021-05-15T00:00:00.000+0300,2021-05-15T22:05:00.000+0300,2021-05-16T01:57:00.000+0300,AG Box / Sdk Giriş Sigorta Atığı,98,1,YAYLACIK MH.,GDZ_EDAS
2369336,izmir,Kiraz,2021-05-15T00:00:00.000+0300,2021-05-15T23:17:00.000+0300,2021-05-16T00:28:00.000+0300,AG Havai Branşman Arızası,1,0,YAĞLAR MH.,GDZ_EDAS
2370930,izmir,Menemen,2021-05-15T00:00:00.000+0300,2021-05-15T08:29:00.000+0300,2021-05-15T09:00:00.000+0300,OG Fider Açması,407,8,KESİK MH.,GDZ_EDAS
2373914,izmir,Menemen,2021-05-15T00:00:00.000+0300,2021-05-15T15:19:00.000+0300,2021-05-15T16:29:00.000+0300,OG Fider Açması,361,7,KESİK MH.,GDZ_EDAS
2370931,izmir,Aliağa,2021-05-15T00:00:00.000+0300,2021-05-15T08:21:00.000+0300,2021-05-15T11:58:00.000+0300,OG İletken Kopması,2,11,ÇORAKLAR MH.,GDZ_EDAS
2373184,izmir,Aliağa,2021-05-15T00:00:00.000+0300,2021-05-15T15:00:00.000+0300,2021-05-15T15:05:00.000+0300,OG Fider Açması,2364,40,YENİŞAKRAN MH.,GDZ_EDAS
2373221,izmir,Bergama,2021-05-15T00:00:00.000+0300,2021-05-15T08:35:00.000+0300,2021-05-15T10:34:00.000+0300,OG Fider Açması,250,7,BÖLCEK MH.,GDZ_EDAS
2373225,izmir,Çeşme,2021-05-15T00:00:00.000+0300,2021-05-15T22:08:00.000+0300,2021-05-15T22:36:00.000+0300,OG Fider Açması,112,3,ÇAKABEY MH.,GDZ_EDAS
2373918,izmir,Çeşme,2021-05-15T00:00:00.000+0300,2021-05-15T20:24:00.000+0300,2021-05-15T20:45:00.000+0300,OG Fider Açması,112,3,ÇAKABEY MH.,GDZ_EDAS
2373921,izmir,Çeşme,2021-05-15T00:00:00.000+0300,2021-05-15T23:40:00.000+0300,2021-05-16T00:35:00.000+0300,OG Fider Açması,112,3,ÇAKABEY MH.,GDZ_EDAS
2369338,izmir,Konak,2021-05-15T00:00:00.000+0300,2021-05-15T16:47:00.000+0300,2021-05-16T05:04:00.000+0300,AG Tel Kopuğu,136,1,ÇANKAYA MH.,GDZ_EDAS
2370837,izmir,Ödemiş,2021-05-15T00:00:00.000+0300,2021-05-15T07:55:00.000+0300,2021-05-15T07:55:00.000+0300,OG Fider Açması,631,20,KAZANLI MH.,GDZ_EDAS
2373946,izmir,Torbalı,2021-05-15T00:00:00.000+0300,2021-05-15T12:47:00.000+0300,2021-05-15T12:57:00.000+0300,OG Fider Açması,426,31,19 MAYIS MH.,GDZ_EDAS
2373387,izmir,Torbalı,2021-05-15T00:00:00.000+0300,2021-05-15T09:31:00.000+0300,2021-05-15T10:09:00.000+0300,OG Fider Açması,35,6,PANCAR MH.,GDZ_EDAS
2373913,izmir,Torbalı,2021-05-15T00:00:00.000+0300,2021-05-15T15:14:00.000+0300,2021-05-15T15:41:00.000+0300,OG Fider Açması,426,31,19 MAYIS MH.,GDZ_EDAS
2373950,izmir,Menderes,2021-05-16T00:00:00.000+0300,2021-05-16T04:42:00.000+0300,2021-05-16T06:33:00.000+0300,OG Fider Açması,485,7,DEĞİRMENDERE MH.,GDZ_EDAS
2373956,izmir,Menderes,2021-05-16T00:00:00.000+0300,2021-05-16T11:00:00.000+0300,2021-05-16T11:25:00.000+0300,OG Fider Açması,1614,39,CÜNEYTBEY MH.,GDZ_EDAS
2373208,izmir,Menderes,2021-05-16T00:00:00.000+0300,2021-05-16T14:47:00.000+0300,2021-05-16T15:06:00.000+0300,OG Fider Açması,1614,39,CÜNEYTBEY MH.,GDZ_EDAS
2373231,izmir,Urla,2021-05-16T00:00:00.000+0300,2021-05-16T17:25:00.000+0300,2021-05-16T18:30:00.000+0300,OG İzolatör Arızası,908,67,SIRA MH.,GDZ_EDAS
2373933,izmir,Urla,2021-05-16T00:00:00.000+0300,2021-05-16T18:18:00.000+0300,2021-05-16T18:59:00.000+0300,OG Fider Açması,97,2,KUŞÇULAR MH.,GDZ_EDAS
2373211,izmir,Urla,2021-05-16T00:00:00.000+0300,2021-05-16T16:18:00.000+0300,2021-05-16T17:27:00.000+0300,OG İzolatör Arızası,908,67,CAMİATİK MH.,GDZ_EDAS
2373953,izmir,Bayraklı,2021-05-16T00:00:00.000+0300,2021-05-16T08:18:00.000+0300,2021-05-16T08:42:00.000+0300,OG Fider Açması,20518,259,OSMANGAZİ MH.,GDZ_EDAS
2373234,izmir,Foça,2021-05-16T00:00:00.000+0300,2021-05-16T22:01:00.000+0300,2021-05-16T22:24:00.000+0300,OG Fider Açması,516,10,İSMETPAŞA MH.,GDZ_EDAS
2373236,izmir,Foça,2021-05-16T00:00:00.000+0300,2021-05-16T23:00:00.000+0300,2021-05-16T23:58:00.000+0300,OG Fider Açması,516,10,İSMETPAŞA MH.,GDZ_EDAS
2373926,izmir,Foça,2021-05-16T00:00:00.000+0300,2021-05-16T09:33:00.000+0300,2021-05-16T10:15:00.000+0300,OG Fider Açması,2301,36,MUSTAFA KEMAL ATATÜRK MH.,GDZ_EDAS
2373228,izmir,Bayındır,2021-05-16T00:00:00.000+0300,2021-05-16T13:48:00.000+0300,2021-05-16T14:23:00.000+0300,OG Sigorta Atması,129,3,HASKÖY MH.,GDZ_EDAS
2373952,izmir,Bayındır,2021-05-16T00:00:00.000+0300,2021-05-16T08:01:00.000+0300,2021-05-16T08:03:00.000+0300,OG Fider Açması,422,12,BURUNCUK MH.,GDZ_EDAS
2373922,izmir,Bayındır,2021-05-16T00:00:00.000+0300,2021-05-16T02:03:00.000+0300,2021-05-16T03:44:00.000+0300,OG Fider Açması,293,25,ÇIRPI CAMİ MH.,GDZ_EDAS
2370941,izmir,Bornova,2021-05-16T00:00:00.000+0300,2021-05-16T21:00:00.000+0300,2021-05-16T21:53:00.000+0300,AG Termik Açması,495,6,ATATÜRK MH.,GDZ_EDAS
2373959,izmir,Menemen,2021-05-16T00:00:00.000+0300,2021-05-16T14:51:00.000+0300,2021-05-16T15:48:00.000+0300,OG Fider Açması,137,2,CAMİİKEBİR MH.,GDZ_EDAS
2373931,izmir,Menemen,2021-05-16T00:00:00.000+0300,2021-05-16T14:47:00.000+0300,2021-05-16T15:54:00.000+0300,OG Fider Açması,2289,46,İNÖNÜ MH.,GDZ_EDAS
2373924,izmir,Menemen,2021-05-16T00:00:00.000+0300,2021-05-16T06:56:00.000+0300,2021-05-16T08:25:00.000+0300,OG Sigorta Atması,33,0,BOZALAN MH.,GDZ_EDAS
2373232,izmir,Aliağa,2021-05-16T00:00:00.000+0300,2021-05-16T18:41:00.000+0300,2021-05-16T19:26:00.000+0300,OG Sigorta Atması,358,4,YENİŞAKRAN MH.,GDZ_EDAS
2373955,izmir,Aliağa,2021-05-16T00:00:00.000+0300,2021-05-16T11:19:00.000+0300,2021-05-16T11:24:00.000+0300,OG Fider Açması,2364,40,YENİŞAKRAN MH.,GDZ_EDAS
2373230,izmir,Bergama,2021-05-16T00:00:00.000+0300,2021-05-16T17:37:00.000+0300,2021-05-16T18:30:00.000+0300,OG Sigorta Atması,97,0,MAHMUDİYE MH.,GDZ_EDAS
2373235,izmir,Bergama,2021-05-16T00:00:00.000+0300,2021-05-16T22:15:00.000+0300,2021-05-16T22:27:00.000+0300,OG Fider Açması,538,18,FATİH MH.,GDZ_EDAS
2373935,izmir,Bergama,2021-05-16T00:00:00.000+0300,2021-05-16T21:35:00.000+0300,2021-05-16T21:59:00.000+0300,OG Fider Açması,538,18,FATİH MH.,GDZ_EDAS
2373936,izmir,Bergama,2021-05-16T00:00:00.000+0300,2021-05-16T20:30:00.000+0300,2021-05-16T22:40:00.000+0300,OG Sigorta Atması,6,0,ERTUĞRUL MH.,GDZ_EDAS
2373927,izmir,Bergama,2021-05-16T00:00:00.000+0300,2021-05-16T09:39:00.000+0300,2021-05-16T10:28:00.000+0300,OG Fider Açması,872,35,ZEYTİNDAĞ MH.,GDZ_EDAS
2373925,izmir,Çeşme,2021-05-16T00:00:00.000+0300,2021-05-16T09:08:00.000+0300,2021-05-16T09:55:00.000+0300,OG Fider Açması,112,3,ÇAKABEY MH.,GDZ_EDAS
2373960,izmir,Konak,2021-05-16T00:00:00.000+0300,2021-05-16T09:42:00.000+0300,2021-05-16T15:52:00.000+0300,OG Kesici Arızası,1004,19,MERSİNLİ MH.,GDZ_EDAS
2373962,izmir,Konak,2021-05-16T00:00:00.000+0300,2021-05-16T21:09:00.000+0300,2021-05-16T21:46:00.000+0300,OG Fider Açması,2428,87,ZAFERTEPE MH.,GDZ_EDAS
2373934,izmir,Torbalı,2021-05-16T00:00:00.000+0300,2021-05-16T19:43:00.000+0300,2021-05-16T19:57:00.000+0300,OG Fider Açması,3046,73,ORTAKÖY MH.,GDZ_EDAS
2373213,izmir,Menderes,2021-05-17T00:00:00.000+0300,2021-05-17T00:45:00.000+0300,2021-05-17T00:59:00.000+0300,OG Fider Açması,1614,39,CÜNEYTBEY MH.,GDZ_EDAS
2373214,izmir,Menderes,2021-05-17T00:00:00.000+0300,2021-05-17T04:37:00.000+0300,2021-05-17T04:45:00.000+0300,OG Fider Açması,1614,39,CÜNEYTBEY MH.,GDZ_EDAS
2373238,izmir,Seferihisar,2021-05-17T00:00:00.000+0300,2021-05-17T04:00:00.000+0300,2021-05-17T07:37:00.000+0300,OG İletken Kopması,766,14,KAVAKDERE MH.,GDZ_EDAS
2373237,izmir,Urla,2021-05-17T00:00:00.000+0300,2021-05-17T04:02:00.000+0300,2021-05-17T04:52:00.000+0300,OG Fider Açması,97,2,KUŞÇULAR MH.,GDZ_EDAS
2373938,izmir,Foça,2021-05-17T00:00:00.000+0300,2021-05-17T00:36:00.000+0300,2021-05-17T03:45:00.000+0300,OG İzolatör Arızası,516,10,İSMETPAŞA MH.,GDZ_EDAS
2373965,izmir,Bornova,2021-05-17T00:00:00.000+0300,2021-05-17T07:28:00.000+0300,2021-05-17T08:15:00.000+0300,OG Fider Açması,3355,128,EGEMENLİK MH.,GDZ_EDAS
2373937,izmir,Çeşme,2021-05-17T00:00:00.000+0300,2021-05-17T01:50:00.000+0300,2021-05-17T02:34:00.000+0300,OG Fider Açması,112,3,ÇAKABEY MH.,GDZ_EDAS
2373941,izmir,Çeşme,2021-05-17T00:00:00.000+0300,2021-05-17T05:37:00.000+0300,2021-05-17T07:12:00.000+0300,OG Fider Açması,112,3,ÇAKABEY MH.,GDZ_EDAS
2376211,izmir,Menemen,2021-05-18T00:00:00.000+0300,2021-05-18T23:36:00.000+0300,2021-05-19T07:00:00.000+0300,AG Havai Branşman Arızası,1,0,29 EKİM MH.,GDZ_EDAS
2378680,izmir,Menderes,2021-05-19T00:00:00.000+0300,2021-05-19T21:18:00.000+0300,2021-05-19T22:59:00.000+0300,AG Havai Branşman Arızası,1,0,GÜMÜLDÜR CUMHURİYET MH.,GDZ_EDAS
2378686,izmir,Menderes,2021-05-19T00:00:00.000+0300,2021-05-19T23:40:00.000+0300,2021-05-20T00:04:00.000+0300,AG Termik Açması,30,0,KARAKUYU MH.,GDZ_EDAS
2379168,izmir,Buca,2021-05-19T00:00:00.000+0300,2021-05-19T21:10:00.000+0300,2021-05-20T01:21:00.000+0300,AG Termik Açması,28,0,ZAFER MH.,GDZ_EDAS
2378679,izmir,Foça,2021-05-19T00:00:00.000+0300,2021-05-19T22:28:00.000+0300,2021-05-19T22:49:00.000+0300,AG Kademe Ayarı,45,1,ATATÜRK MH.,GDZ_EDAS
2378685,izmir,Karaburun,2021-05-19T00:00:00.000+0300,2021-05-19T21:11:00.000+0300,2021-05-19T23:59:00.000+0300,AG Havai Branşman Arızası,1,0,MORDOĞAN MH.,GDZ_EDAS
2378687,izmir,Karabağlar,2021-05-19T00:00:00.000+0300,2021-05-19T21:49:00.000+0300,2021-05-20T00:55:00.000+0300,AG Box / Sdk Abone Çıkış Sigorta Atığı,4,0,REFET BELE MH.,GDZ_EDAS
2378681,izmir,Çeşme,2021-05-19T00:00:00.000+0300,2021-05-19T21:05:00.000+0300,2021-05-19T23:12:00.000+0300,AG Box / Sdk Abone Çıkış Sigorta Atığı,1,0,YALI MH.,GDZ_EDAS
2378682,izmir,Çeşme,2021-05-19T00:00:00.000+0300,2021-05-19T22:17:00.000+0300,2021-05-19T23:20:00.000+0300,AG Havai Branşman Arızası,2,0,ALTINKUM MH.,GDZ_EDAS
2378678,izmir,Konak,2021-05-19T00:00:00.000+0300,2021-05-19T20:28:00.000+0300,2021-05-19T22:29:00.000+0300,AG Havai Branşman Arızası,1,0,AZİZİYE MH.,GDZ_EDAS
2378683,izmir,Torbalı,2021-05-19T00:00:00.000+0300,2021-05-19T20:45:00.000+0300,2021-05-19T23:24:00.000+0300,AG Termik Açması,156,4,GAZİ MUSTAFA KEMAL MH.,GDZ_EDAS
2385295,izmir,Balçova,2021-05-21T00:00:00.000+0300,2021-05-21T16:44:00.000+0300,2021-05-21T18:12:00.000+0300,AG Box / Sdk Abone Çıkış Sigorta Atığı,2,0,ONUR MH.,GDZ_EDAS
2389601,izmir,Kemalpaşa,2021-05-21T00:00:00.000+0300,2021-05-21T09:34:00.000+0300,2021-05-21T12:38:00.000+0300,OG Sigorta Atması,86,1,VİŞNELİ MH.,GDZ_EDAS
2385826,izmir,Kemalpaşa,2021-05-21T00:00:00.000+0300,2021-05-21T16:58:00.000+0300,2021-05-21T19:00:00.000+0300,AG Havai Branşman Arızası,1,0,YUKARIKIZILCA MERKEZ MH.,GDZ_EDAS
2391563,izmir,Menderes,2021-05-21T00:00:00.000+0300,2021-05-21T08:41:00.000+0300,2021-05-21T10:53:00.000+0300,OG İletken Kopması,300,11,OĞLANANASI ATATÜRK MH.,GDZ_EDAS
2391756,izmir,Menderes,2021-05-21T00:00:00.000+0300,2021-05-21T20:16:00.000+0300,2021-05-21T21:06:00.000+0300,OG Kademe Ayarı,15,0,KISIK MH.,GDZ_EDAS
2385821,izmir,Menderes,2021-05-21T00:00:00.000+0300,2021-05-21T17:36:00.000+0300,2021-05-21T18:14:00.000+0300,AG Termik Açması,83,1,ORTA MH.,GDZ_EDAS
