id,İL,İLÇE,date,startTime,endTime,reason,effectedSubscribers,hourlyLoadAvg,effectedNeighbourhoods,distributionCompanyName
3311159,izmir,Karabağlar,2022-01-25T00:00:00.000+0300,2022-01-25T16:17:00.000+0300,2022-01-25T18:31:00.000+0300,AG Pano Kol Sigorta Atığı,182,72,SELVİLİ MH.,GDZ_EDAS
3313338,izmir,Karabağlar,2022-01-25T00:00:00.000+0300,2022-01-25T21:25:00.000+0300,2022-01-26T02:14:00.000+0300,AG Havai Branşman Arızası,3,1,CENNETOĞLU MH.,GDZ_EDAS
3313360,izmir,Karabağlar,2022-01-25T00:00:00.000+0300,2022-01-25T22:32:00.000+0300,2022-01-26T01:37:00.000+0300,AG Pano Kol Sigorta Atığı,313,125,SELVİLİ MH.,GDZ_EDAS
3313365,izmir,Karabağlar,2022-01-25T00:00:00.000+0300,2022-01-25T19:24:00.000+0300,2022-01-25T22:19:00.000+0300,AG Pano Kol Sigorta Atığı,48,19,UMUT MH.,GDZ_EDAS
3313088,izmir,Karabağlar,2022-01-25T00:00:00.000+0300,2022-01-25T12:29:00.000+0300,2022-01-25T18:25:00.000+0300,AG Havai Branşman Arızası,8,3,ESENYALI MH.,GDZ_EDAS
3309771,izmir,Menemen,2022-01-25T00:00:00.000+0300,2022-01-25T12:19:00.000+0300,2022-01-25T13:22:00.000+0300,AG Havai Branşman Arızası,1,0,YEŞİL PINAR MH.,GDZ_EDAS
3313256,izmir,Menemen,2022-01-25T00:00:00.000+0300,2022-01-25T17:28:00.000+0300,2022-01-25T20:10:00.000+0300,AG Havai Branşman Arızası,1,0,KAZIMPAŞA MH.,GDZ_EDAS
3310062,izmir,Menemen,2022-01-25T00:00:00.000+0300,2022-01-25T09:52:00.000+0300,2022-01-25T15:16:00.000+0300,AG Havai Branşman Arızası,1,0,GAZİ MH.,GDZ_EDAS
3307851,izmir,Menemen,2022-01-25T00:00:00.000+0300,2022-01-25T07:36:00.000+0300,2022-01-25T10:16:00.000+0300,AG Tel Kopuğu,32,12,AYVACIK MH.,GDZ_EDAS
3311110,izmir,Menemen,2022-01-25T00:00:00.000+0300,2022-01-25T11:32:00.000+0300,2022-01-25T17:08:00.000+0300,AG Pano Kol Sigorta Atığı,6,2,KIR MH.,GDZ_EDAS
3309840,izmir,Menemen,2022-01-25T00:00:00.000+0300,2022-01-25T08:33:00.000+0300,2022-01-25T15:08:00.000+0300,AG Havai Branşman Arızası,1,0,KEMAL ATATÜRK MH.,GDZ_EDAS
3311153,izmir,Menemen,2022-01-25T00:00:00.000+0300,2022-01-25T15:18:00.000+0300,2022-01-25T17:41:00.000+0300,AG Pano Kol Sigorta Atığı,58,23,KAZIMPAŞA MH.,GDZ_EDAS
3311172,izmir,Menemen,2022-01-25T00:00:00.000+0300,2022-01-25T15:35:00.000+0300,2022-01-25T18:21:00.000+0300,AG Havai Branşman Arızası,1,0,29 EKİM MH.,GDZ_EDAS
3313125,izmir,Menemen,2022-01-25T00:00:00.000+0300,2022-01-25T13:03:00.000+0300,2022-01-25T19:02:00.000+0300,Üçüncü Şahısların Vermiş Olduğu Hasarlar,1,0,ZEYTİNLİK MH.,GDZ_EDAS
3310073,izmir,Selçuk,2022-01-25T00:00:00.000+0300,2022-01-25T14:33:00.000+0300,2022-01-25T15:47:00.000+0300,AG Branşman Yeraltı Kablo Arızası,1,0,ATATÜRK MH.,GDZ_EDAS
3309821,izmir,Selçuk,2022-01-25T00:00:00.000+0300,2022-01-25T02:23:00.000+0300,2022-01-25T13:54:00.000+0300,AG Branşman Yeraltı Kablo Arızası,7,2,14 MAYIS MH.,GDZ_EDAS
3306170,izmir,Aliağa,2022-01-25T00:00:00.000+0300,2022-01-25T07:08:00.000+0300,2022-01-25T08:14:00.000+0300,AG Tel Kopuğu,8,3,YENİ MH.,GDZ_EDAS
3313251,izmir,Aliağa,2022-01-25T00:00:00.000+0300,2022-01-25T18:57:00.000+0300,2022-01-25T20:19:00.000+0300,AG Havai Branşman Arızası,1,0,YENİŞAKRAN MH.,GDZ_EDAS
3309731,izmir,Aliağa,2022-01-25T00:00:00.000+0300,2022-01-25T11:09:00.000+0300,2022-01-25T11:55:00.000+0300,AG Direkten Kesme Açma,28,11,FATİH MH.,GDZ_EDAS
3310057,izmir,Aliağa,2022-01-25T00:00:00.000+0300,2022-01-25T14:08:00.000+0300,2022-01-25T15:23:00.000+0300,AG Havai Branşman Arızası,1,0,ŞEHİTKEMAL MH.,GDZ_EDAS
3310066,izmir,Aliağa,2022-01-25T00:00:00.000+0300,2022-01-25T14:48:00.000+0300,2022-01-25T15:12:00.000+0300,AG Box / Sdk Abone Çıkış Sigorta Atığı,20,8,KÜLTÜR MH.,GDZ_EDAS
3309813,izmir,Aliağa,2022-01-25T00:00:00.000+0300,2022-01-25T10:05:00.000+0300,2022-01-25T14:01:00.000+0300,AG Havai Branşman Arızası,1,0,YÜKSEKKÖY MH.,GDZ_EDAS
3309826,izmir,Aliağa,2022-01-25T00:00:00.000+0300,2022-01-25T13:18:00.000+0300,2022-01-25T13:35:00.000+0300,AG Direkten Kesme Açma,40,16,AŞAĞIŞAKRAN MH.,GDZ_EDAS
3311116,izmir,Aliağa,2022-01-25T00:00:00.000+0300,2022-01-25T16:51:00.000+0300,2022-01-25T17:15:00.000+0300,AG Havai Branşman Arızası,2,0,YENİ MH.,GDZ_EDAS
3314648,izmir,Aliağa,2022-01-25T00:00:00.000+0300,2022-01-25T20:42:00.000+0300,2022-01-26T01:56:00.000+0300,AG Branşman Yeraltı Kablo Arızası,1,0,YENİŞAKRAN MH.,GDZ_EDAS
3310459,izmir,Aliağa,2022-01-25T00:00:00.000+0300,2022-01-25T10:34:00.000+0300,2022-01-25T10:44:00.000+0300,OG Fider Açması,2068,827,B. HAYRETTİN PAŞA MH.,GDZ_EDAS
3309761,izmir,Bergama,2022-01-25T00:00:00.000+0300,2022-01-25T11:56:00.000+0300,2022-01-25T13:15:00.000+0300,AG Havai Branşman Arızası,2,0,ATMACA MH.,GDZ_EDAS
3309775,izmir,Bergama,2022-01-25T00:00:00.000+0300,2022-01-25T09:00:00.000+0300,2022-01-25T12:20:00.000+0300,AG Havai Branşman Arızası,1,0,PINARKÖY MH.,GDZ_EDAS
3313278,izmir,Bergama,2022-01-25T00:00:00.000+0300,2022-01-25T19:26:00.000+0300,2022-01-25T20:21:00.000+0300,AG Termik Açması,187,74,ATMACA MH.,GDZ_EDAS
3307800,izmir,Bergama,2022-01-25T00:00:00.000+0300,2022-01-25T07:44:00.000+0300,2022-01-25T09:18:00.000+0300,AG Pano Kol Sigorta Atığı,21,8,ÇAMAVLU MH.,GDZ_EDAS
3307846,izmir,Bergama,2022-01-25T00:00:00.000+0300,2022-01-25T09:45:00.000+0300,2022-01-25T10:34:00.000+0300,AG Tel Kopuğu,50,20,ÇAMAVLU MH.,GDZ_EDAS
3307853,izmir,Bergama,2022-01-25T00:00:00.000+0300,2022-01-25T08:43:00.000+0300,2022-01-25T11:02:00.000+0300,AG Havai Branşman Arızası,1,0,ATMACA MH.,GDZ_EDAS
3309806,izmir,Bergama,2022-01-25T00:00:00.000+0300,2022-01-25T10:42:00.000+0300,2022-01-25T14:13:00.000+0300,AG Havai Branşman Arızası,1,0,DURMUŞLAR MH.,GDZ_EDAS
3309835,izmir,Bergama,2022-01-25T00:00:00.000+0300,2022-01-25T13:07:00.000+0300,2022-01-25T15:01:00.000+0300,AG Havai Branşman Arızası,1,0,PINARKÖY MH.,GDZ_EDAS
3311156,izmir,Bergama,2022-01-25T00:00:00.000+0300,2022-01-25T18:35:00.000+0300,2022-01-25T19:19:00.000+0300,AG Termik Açması,187,74,ATMACA MH.,GDZ_EDAS
3313333,izmir,Bergama,2022-01-25T00:00:00.000+0300,2022-01-25T21:29:00.000+0300,2022-01-25T22:07:00.000+0300,AG Termik Açması,187,74,ATMACA MH.,GDZ_EDAS
3311328,izmir,Bergama,2022-01-25T00:00:00.000+0300,2022-01-25T04:18:00.000+0300,2022-01-25T05:17:00.000+0300,OG Fider Açması,619,247,SAĞANCI MH.,GDZ_EDAS
3311330,izmir,Bergama,2022-01-25T00:00:00.000+0300,2022-01-25T03:34:00.000+0300,2022-01-25T04:14:00.000+0300,OG Fider Açması,619,247,SAĞANCI MH.,GDZ_EDAS
3309776,izmir,Çeşme,2022-01-25T00:00:00.000+0300,2022-01-25T09:59:00.000+0300,2022-01-25T13:06:00.000+0300,AG Sehim Bozukluğu,21,8,ALAÇATI MH.,GDZ_EDAS
3307889,izmir,Çeşme,2022-01-25T00:00:00.000+0300,2022-01-25T10:03:00.000+0300,2022-01-25T11:36:00.000+0300,AG Pano Kol Sigorta Atığı,60,23,ALAÇATI MH.,GDZ_EDAS
3307895,izmir,Çeşme,2022-01-25T00:00:00.000+0300,2022-01-25T09:21:00.000+0300,2022-01-25T11:09:00.000+0300,AG Pano Kol Sigorta Atığı,9,3,ÇİFTLİK MH.,GDZ_EDAS
3313248,izmir,Çeşme,2022-01-25T00:00:00.000+0300,2022-01-25T13:28:00.000+0300,2022-01-25T19:53:00.000+0300,AG Havai Branşman Arızası,1,0,ILDIR MH.,GDZ_EDAS
3313284,izmir,Çeşme,2022-01-25T00:00:00.000+0300,2022-01-25T17:15:00.000+0300,2022-01-25T19:59:00.000+0300,AG Direkten Kesme Açma,1,0,CUMHURİYET MH.,GDZ_EDAS
3313294,izmir,Çeşme,2022-01-25T00:00:00.000+0300,2022-01-25T18:53:00.000+0300,2022-01-25T21:20:00.000+0300,AG Box / Sdk Giriş Sigorta Atığı,43,17,ALAÇATI MH.,GDZ_EDAS
3313300,izmir,Çeşme,2022-01-25T00:00:00.000+0300,2022-01-25T20:56:00.000+0300,2022-01-25T21:31:00.000+0300,AG Pano Kol Sigorta Atığı,296,118,İSMET İNÖNÜ MH.,GDZ_EDAS
3313303,izmir,Çeşme,2022-01-25T00:00:00.000+0300,2022-01-25T19:27:00.000+0300,2022-01-25T20:11:00.000+0300,AG Pano Kol Sigorta Atığı,72,28,İSMET İNÖNÜ MH.,GDZ_EDAS
3309729,izmir,Çeşme,2022-01-25T00:00:00.000+0300,2022-01-25T06:45:00.000+0300,2022-01-25T10:46:00.000+0300,AG Tel Kopuğu,37,14,ILDIR MH.,GDZ_EDAS
3310075,izmir,Çeşme,2022-01-25T00:00:00.000+0300,2022-01-25T14:42:00.000+0300,2022-01-25T15:59:00.000+0300,AG Havai Branşman Arızası,1,0,BOYALIK MH.,GDZ_EDAS
3310079,izmir,Çeşme,2022-01-25T00:00:00.000+0300,2022-01-25T12:46:00.000+0300,2022-01-25T13:14:00.000+0300,OG Fider Açması,2032,812,ALAÇATI MH.,GDZ_EDAS
3311109,izmir,Çeşme,2022-01-25T00:00:00.000+0300,2022-01-25T15:29:00.000+0300,2022-01-25T16:40:00.000+0300,AG Pano Kol Sigorta Atığı,60,23,ALAÇATI MH.,GDZ_EDAS
3309833,izmir,Çeşme,2022-01-25T00:00:00.000+0300,2022-01-25T13:16:00.000+0300,2022-01-25T14:54:00.000+0300,AG Pano Arızası,384,153,ALAÇATI MH.,GDZ_EDAS
3311151,izmir,Çeşme,2022-01-25T00:00:00.000+0300,2022-01-25T16:13:00.000+0300,2022-01-25T17:56:00.000+0300,AG Pano Kol Sigorta Atığı,134,53,MUSALLA MH.,GDZ_EDAS
3311152,izmir,Çeşme,2022-01-25T00:00:00.000+0300,2022-01-25T16:12:00.000+0300,2022-01-25T17:54:00.000+0300,AG Tel Kopuğu,18,7,ALTINKUM MH.,GDZ_EDAS
3311174,izmir,Çeşme,2022-01-25T00:00:00.000+0300,2022-01-25T16:23:00.000+0300,2022-01-25T18:39:00.000+0300,AG Sehim Bozukluğu,62,24,İSMET İNÖNÜ MH.,GDZ_EDAS
3311181,izmir,Çeşme,2022-01-25T00:00:00.000+0300,2022-01-25T18:05:00.000+0300,2022-01-25T19:25:00.000+0300,AG Havai Branşman Arızası,1,0,DALYAN MH.,GDZ_EDAS
3311183,izmir,Çeşme,2022-01-25T00:00:00.000+0300,2022-01-25T18:12:00.000+0300,2022-01-25T18:42:00.000+0300,AG Direkten Kesme Açma,159,63,İSMET İNÖNÜ MH.,GDZ_EDAS
3311195,izmir,Çeşme,2022-01-25T00:00:00.000+0300,2022-01-25T14:56:00.000+0300,2022-01-25T19:32:00.000+0300,AG Tel Kopuğu,47,18,GERMİYAN MH.,GDZ_EDAS
3313323,izmir,Çeşme,2022-01-25T00:00:00.000+0300,2022-01-25T19:46:00.000+0300,2022-01-25T23:24:00.000+0300,AG Havai Branşman Arızası,1,0,REİSDERE MH.,GDZ_EDAS
3313127,izmir,Çeşme,2022-01-25T00:00:00.000+0300,2022-01-25T14:29:00.000+0300,2022-01-25T17:31:00.000+0300,AG Termik Açması,270,108,CELAL BAYAR MH.,GDZ_EDAS
3310067,izmir,Gaziemir,2022-01-25T00:00:00.000+0300,2022-01-25T13:26:00.000+0300,2022-01-25T15:56:00.000+0300,AG Pano Kol Sigorta Atığı,32,12,BEYAZEVLER MH.,GDZ_EDAS
3311107,izmir,Gaziemir,2022-01-25T00:00:00.000+0300,2022-01-25T14:11:00.000+0300,2022-01-25T16:04:00.000+0300,AG Branşman Yeraltı Kablo Arızası,9,3,IRMAK MH.,GDZ_EDAS
3309764,izmir,Karşıyaka,2022-01-25T00:00:00.000+0300,2022-01-25T10:09:00.000+0300,2022-01-25T11:43:00.000+0300,AG Tel Kopuğu,116,46,AKSOY MH.,GDZ_EDAS
3311237,izmir,Karşıyaka,2022-01-25T00:00:00.000+0300,2022-01-25T16:40:00.000+0300,2022-01-25T16:56:00.000+0300,Üçüncü Şahısların Vermiş Olduğu Hasarlar,10132,4052,CUMHURİYET MH.,GDZ_EDAS
3311238,izmir,Karşıyaka,2022-01-25T00:00:00.000+0300,2022-01-25T16:56:00.000+0300,2022-01-25T18:20:00.000+0300,Üçüncü Şahısların Vermiş Olduğu Hasarlar,10132,4052,CUMHURİYET MH.,GDZ_EDAS
3307836,izmir,Karşıyaka,2022-01-25T00:00:00.000+0300,2022-01-25T09:26:00.000+0300,2022-01-25T10:57:00.000+0300,AG Havai Branşman Arızası,6,2,ZÜBEYDE HANIM MH.,GDZ_EDAS
3311117,izmir,Karşıyaka,2022-01-25T00:00:00.000+0300,2022-01-25T14:38:00.000+0300,2022-01-25T16:56:00.000+0300,AG Box / Sdk Abone Çıkış Sigorta Atığı,12,4,TERSANE MH.,GDZ_EDAS
3311119,izmir,Karşıyaka,2022-01-25T00:00:00.000+0300,2022-01-25T11:29:00.000+0300,2022-01-25T17:16:00.000+0300,AG Hatta Yabancı Cisim,74,29,DONANMACI MH.,GDZ_EDAS
3311158,izmir,Karşıyaka,2022-01-25T00:00:00.000+0300,2022-01-25T21:00:00.000+0300,2022-01-26T03:15:00.000+0300,Üçüncü Şahısların Vermiş Olduğu Hasarlar,880,351,ÖRNEKKÖY MH.,GDZ_EDAS
3311162,izmir,Karşıyaka,2022-01-25T00:00:00.000+0300,2022-01-25T21:00:00.000+0300,2022-01-26T03:29:00.000+0300,Üçüncü Şahısların Vermiş Olduğu Hasarlar,249,99,İMBATLI MH.,GDZ_EDAS
3311166,izmir,Karşıyaka,2022-01-25T00:00:00.000+0300,2022-01-25T15:20:00.000+0300,2022-01-25T18:45:00.000+0300,AG Direkten Kesme Açma,12,4,BOSTANLI MH.,GDZ_EDAS
3311194,izmir,Karşıyaka,2022-01-25T00:00:00.000+0300,2022-01-25T16:08:00.000+0300,2022-01-25T17:39:00.000+0300,AG Havai Branşman Arızası,1,0,AKSOY MH.,GDZ_EDAS
3311205,izmir,Karşıyaka,2022-01-25T00:00:00.000+0300,2022-01-25T18:20:00.000+0300,2022-01-25T21:08:00.000+0300,Üçüncü Şahısların Vermiş Olduğu Hasarlar,6757,2702,ÖRNEKKÖY MH.,GDZ_EDAS
3305722,izmir,Karşıyaka,2022-01-25T00:00:00.000+0300,2022-01-25T00:14:00.000+0300,2022-01-25T06:45:00.000+0300,AG Pano Kol Sigorta Atığı,218,87,İNÖNÜ MH.,GDZ_EDAS
3309765,izmir,Konak,2022-01-25T00:00:00.000+0300,2022-01-25T07:55:00.000+0300,2022-01-25T13:27:00.000+0300,AG Branşman Yeraltı Kablo Arızası,8,3,OĞUZLAR MH.,GDZ_EDAS
3309769,izmir,Konak,2022-01-25T00:00:00.000+0300,2022-01-25T11:54:00.000+0300,2022-01-25T13:17:00.000+0300,AG Havai Branşman Arızası,2,0,TINAZTEPE MH.,GDZ_EDAS
3309782,izmir,Konak,2022-01-25T00:00:00.000+0300,2022-01-25T09:04:00.000+0300,2022-01-25T13:12:00.000+0300,AG Havai Branşman Arızası,1,0,MERSİNLİ MH.,GDZ_EDAS
3307885,izmir,Konak,2022-01-25T00:00:00.000+0300,2022-01-25T10:24:00.000+0300,2022-01-25T12:07:00.000+0300,AG Havai Branşman Arızası,1,0,ZEYTİNLİK MH.,GDZ_EDAS
3313280,izmir,Konak,2022-01-25T00:00:00.000+0300,2022-01-25T19:31:00.000+0300,2022-01-25T21:54:00.000+0300,AG Termik Açması,1102,440,MİRALİ MH.,GDZ_EDAS
3313287,izmir,Konak,2022-01-25T00:00:00.000+0300,2022-01-25T18:49:00.000+0300,2022-01-25T20:16:00.000+0300,AG Tel Kopuğu,70,28,EGE MH.,GDZ_EDAS
3313288,izmir,Konak,2022-01-25T00:00:00.000+0300,2022-01-25T17:46:00.000+0300,2022-01-25T20:44:00.000+0300,AG Atlama Kopuğu,257,102,KOCAKAPI MH.,GDZ_EDAS
3313302,izmir,Konak,2022-01-25T00:00:00.000+0300,2022-01-25T20:33:00.000+0300,2022-01-25T21:29:00.000+0300,AG Pano Kol Sigorta Atığı,108,43,ZAFERTEPE MH.,GDZ_EDAS
3311234,izmir,Konak,2022-01-25T00:00:00.000+0300,2022-01-25T10:45:00.000+0300,2022-01-25T12:05:00.000+0300,OG Fider Açması,1752,700,HİLAL MH.,GDZ_EDAS
3309732,izmir,Konak,2022-01-25T00:00:00.000+0300,2022-01-25T05:24:00.000+0300,2022-01-25T09:44:00.000+0300,AG Havai Branşman Arızası,1,0,EGE MH.,GDZ_EDAS
3310061,izmir,Konak,2022-01-25T00:00:00.000+0300,2022-01-25T10:21:00.000+0300,2022-01-25T15:15:00.000+0300,AG Pano Kol Sigorta Atığı,85,34,HALKAPINAR MH.,GDZ_EDAS
3310063,izmir,Konak,2022-01-25T00:00:00.000+0300,2022-01-25T15:00:00.000+0300,2022-01-25T15:42:00.000+0300,AG Pano Kol Sigorta Atığı,66,26,HİLAL MH.,GDZ_EDAS
3310082,izmir,Konak,2022-01-25T00:00:00.000+0300,2022-01-25T08:15:00.000+0300,2022-01-25T08:28:00.000+0300,OG Fider Açması,4851,1940,MERSİNLİ MH.,GDZ_EDAS
3307835,izmir,Konak,2022-01-25T00:00:00.000+0300,2022-01-25T10:35:00.000+0300,2022-01-25T11:05:00.000+0300,AG Havai Branşman Arızası,1,0,1. KADRİYE MH.,GDZ_EDAS
3307838,izmir,Konak,2022-01-25T00:00:00.000+0300,2022-01-25T09:08:00.000+0300,2022-01-25T10:03:00.000+0300,AG Havai Branşman Arızası,2,0,EGE MH.,GDZ_EDAS
3307843,izmir,Konak,2022-01-25T00:00:00.000+0300,2022-01-25T08:43:00.000+0300,2022-01-25T10:42:00.000+0300,AG Pano Kol Sigorta Atığı,162,64,KADİFEKALE MH.,GDZ_EDAS
3309807,izmir,Konak,2022-01-25T00:00:00.000+0300,2022-01-25T10:05:00.000+0300,2022-01-25T14:05:00.000+0300,AG Pano Kol Sigorta Atığı,68,27,HİLAL MH.,GDZ_EDAS
3309808,izmir,Konak,2022-01-25T00:00:00.000+0300,2022-01-25T11:20:00.000+0300,2022-01-25T14:11:00.000+0300,AG Havai Branşman Arızası,2,0,MEHMET AKİF MH.,GDZ_EDAS
3309834,izmir,Konak,2022-01-25T00:00:00.000+0300,2022-01-25T12:21:00.000+0300,2022-01-25T14:53:00.000+0300,AG Pano Kol Sigorta Atığı,47,18,EGE MH.,GDZ_EDAS
3309842,izmir,Konak,2022-01-25T00:00:00.000+0300,2022-01-25T12:02:00.000+0300,2022-01-25T14:40:00.000+0300,AG Pano Kol Sigorta Atığı,43,17,HİLAL MH.,GDZ_EDAS
3307710,izmir,Konak,2022-01-25T00:00:00.000+0300,2022-01-25T04:38:00.000+0300,2022-01-25T08:33:00.000+0300,AG Pano Kol Sigorta Atığı,131,52,SELÇUK MH.,GDZ_EDAS
3311149,izmir,Konak,2022-01-25T00:00:00.000+0300,2022-01-25T20:55:00.000+0300,2022-01-26T01:58:00.000+0300,OG Fider Açması,697,278,MİRALİ MH.,GDZ_EDAS
3311186,izmir,Konak,2022-01-25T00:00:00.000+0300,2022-01-25T08:51:00.000+0300,2022-01-25T17:44:00.000+0300,AG Pano Faz Sigorta Atığı,2,0,ÇINARLI MH.,GDZ_EDAS
3311190,izmir,Konak,2022-01-25T00:00:00.000+0300,2022-01-25T16:02:00.000+0300,2022-01-25T18:04:00.000+0300,AG Havai Branşman Arızası,5,2,ULUBATLI MH.,GDZ_EDAS
3311191,izmir,Konak,2022-01-25T00:00:00.000+0300,2022-01-25T13:45:00.000+0300,2022-01-25T18:36:00.000+0300,AG Havai Branşman Arızası,2,0,KOSOVA MH.,GDZ_EDAS
3313344,izmir,Konak,2022-01-25T00:00:00.000+0300,2022-01-25T23:00:00.000+0300,2022-01-26T02:33:00.000+0300,AG Pano Kol Sigorta Atığı,226,90,ZEYTİNLİK MH.,GDZ_EDAS
3313345,izmir,Konak,2022-01-25T00:00:00.000+0300,2022-01-25T19:31:00.000+0300,2022-01-25T22:09:00.000+0300,AG Termik Açması,186,74,ÜLKÜ MH.,GDZ_EDAS
3313355,izmir,Konak,2022-01-25T00:00:00.000+0300,2022-01-25T20:28:00.000+0300,2022-01-26T02:45:00.000+0300,AG Pano Kol Sigorta Atığı,222,88,ZEYTİNLİK MH.,GDZ_EDAS
3313356,izmir,Konak,2022-01-25T00:00:00.000+0300,2022-01-25T18:46:00.000+0300,2022-01-26T02:52:00.000+0300,AG Pano Kol Sigorta Atığı,47,18,HİLAL MH.,GDZ_EDAS
3313357,izmir,Konak,2022-01-25T00:00:00.000+0300,2022-01-25T19:56:00.000+0300,2022-01-26T03:21:00.000+0300,AG Pano Kol Sigorta Atığı,218,87,ÇINARTEPE MH.,GDZ_EDAS
3313358,izmir,Konak,2022-01-25T00:00:00.000+0300,2022-01-25T21:46:00.000+0300,2022-01-26T00:49:00.000+0300,AG Pano Kol Sigorta Atığı,201,80,MİRALİ MH.,GDZ_EDAS
3313359,izmir,Konak,2022-01-25T00:00:00.000+0300,2022-01-25T23:12:00.000+0300,2022-01-26T02:23:00.000+0300,AG Box / Sdk Abone Çıkış Sigorta Atığı,1,0,KONAK MH.,GDZ_EDAS
3313362,izmir,Konak,2022-01-25T00:00:00.000+0300,2022-01-25T22:07:00.000+0300,2022-01-26T02:38:00.000+0300,AG Pano Kol Sigorta Atığı,240,96,FERAHLI MH.,GDZ_EDAS
3313363,izmir,Konak,2022-01-25T00:00:00.000+0300,2022-01-25T20:35:00.000+0300,2022-01-26T01:17:00.000+0300,AG Termik Açması,180,71,2. KADRİYE MH.,GDZ_EDAS
3313367,izmir,Konak,2022-01-25T00:00:00.000+0300,2022-01-25T18:24:00.000+0300,2022-01-26T01:45:00.000+0300,AG Pano Arızası,855,341,AZİZİYE MH.,GDZ_EDAS
3313369,izmir,Konak,2022-01-25T00:00:00.000+0300,2022-01-25T14:24:00.000+0300,2022-01-25T22:48:00.000+0300,AG Box / Sdk Abone Çıkış Sigorta Atığı,1,0,AKINCI MH.,GDZ_EDAS
3313273,izmir,Konak,2022-01-25T00:00:00.000+0300,2022-01-25T20:31:00.000+0300,2022-01-26T00:22:00.000+0300,AG Box / Sdk Giriş Sigorta Atığı,101,40,ALSANCAK MH.,GDZ_EDAS
3313326,izmir,Konak,2022-01-25T00:00:00.000+0300,2022-01-25T14:39:00.000+0300,2022-01-25T23:47:00.000+0300,AG Box / Sdk Giriş Sigorta Atığı,3,1,KONAK MH.,GDZ_EDAS
3313327,izmir,Konak,2022-01-25T00:00:00.000+0300,2022-01-25T19:55:00.000+0300,2022-01-26T02:19:00.000+0300,AG Pano Kol Sigorta Atığı,43,17,HİLAL MH.,GDZ_EDAS
3313328,izmir,Konak,2022-01-25T00:00:00.000+0300,2022-01-25T20:28:00.000+0300,2022-01-26T01:03:00.000+0300,AG Pano Arızası,1229,491,MEHMET AKİF MH.,GDZ_EDAS
3313331,izmir,Konak,2022-01-25T00:00:00.000+0300,2022-01-25T19:31:00.000+0300,2022-01-25T20:27:00.000+0300,AG Pano Arızası,1229,491,MEHMET AKİF MH.,GDZ_EDAS
3313120,izmir,Konak,2022-01-25T00:00:00.000+0300,2022-01-25T15:54:00.000+0300,2022-01-25T16:51:00.000+0300,AG Pano Kol Sigorta Atığı,156,62,HALKAPINAR MH.,GDZ_EDAS
3313121,izmir,Konak,2022-01-25T00:00:00.000+0300,2022-01-25T14:38:00.000+0300,2022-01-25T18:13:00.000+0300,AG Pano Kol Sigorta Atığı,82,32,AZİZİYE MH.,GDZ_EDAS
3313122,izmir,Konak,2022-01-25T00:00:00.000+0300,2022-01-25T17:01:00.000+0300,2022-01-25T19:42:00.000+0300,NH Altlık Arızası,441,176,2. KADRİYE MH.,GDZ_EDAS
3313093,izmir,Konak,2022-01-25T00:00:00.000+0300,2022-01-25T16:01:00.000+0300,2022-01-25T17:15:00.000+0300,AG Pano Kol Sigorta Atığı,104,41,1. KADRİYE MH.,GDZ_EDAS
3313117,izmir,Konak,2022-01-25T00:00:00.000+0300,2022-01-25T16:37:00.000+0300,2022-01-25T17:08:00.000+0300,AG Pano Kol Sigorta Atığı,315,126,ULUBATLI MH.,GDZ_EDAS
3313119,izmir,Konak,2022-01-25T00:00:00.000+0300,2022-01-25T16:29:00.000+0300,2022-01-25T19:28:00.000+0300,AG Klemens Arızası,47,18,EGE MH.,GDZ_EDAS
3305341,izmir,Konak,2022-01-25T00:00:00.000+0300,2022-01-25T01:33:00.000+0300,2022-01-25T03:10:00.000+0300,AG Pano Kol Sigorta Atığı,47,18,HİLAL MH.,GDZ_EDAS
3305344,izmir,Konak,2022-01-25T00:00:00.000+0300,2022-01-25T01:57:00.000+0300,2022-01-25T03:15:00.000+0300,AG Termik Açması,239,95,SELÇUK MH.,GDZ_EDAS
3305416,izmir,Konak,2022-01-25T00:00:00.000+0300,2022-01-25T01:06:00.000+0300,2022-01-25T01:56:00.000+0300,AG Pano Kol Sigorta Atığı,240,96,FERAHLI MH.,GDZ_EDAS
3313289,izmir,Ödemiş,2022-01-25T00:00:00.000+0300,2022-01-25T18:37:00.000+0300,2022-01-25T20:51:00.000+0300,AG Pano Kol Sigorta Atığı,9,3,ÇOBANLAR MH.,GDZ_EDAS
3310069,izmir,Ödemiş,2022-01-25T00:00:00.000+0300,2022-01-25T14:08:00.000+0300,2022-01-25T15:11:00.000+0300,AG Havai Branşman Arızası,1,0,SEYREKLİ MH.,GDZ_EDAS
3310083,izmir,Ödemiş,2022-01-25T00:00:00.000+0300,2022-01-25T16:26:00.000+0300,2022-01-25T16:47:00.000+0300,OG Fider Açması,286,114,BİRGİ MH.,GDZ_EDAS
3307834,izmir,Ödemiş,2022-01-25T00:00:00.000+0300,2022-01-25T09:17:00.000+0300,2022-01-25T09:56:00.000+0300,AG Direkten Kesme Açma,140,55,UMURBEY MH.,GDZ_EDAS
3307840,izmir,Ödemiş,2022-01-25T00:00:00.000+0300,2022-01-25T09:11:00.000+0300,2022-01-25T09:51:00.000+0300,AG Havai Branşman Arızası,1,0,UMURBEY MH.,GDZ_EDAS
